WORDPAIR	SEMANTIC	VISUAL
grasshopper#woodpecker	2.33	1.33
fan_(appliance)#nylons	1.00	1.00
emu#penguin	3.33	2.33
camel#horse	4.00	3.33
bat_(baseball)#racquet	4.00	3.00
peg#screwdriver	2.00	1.33
goldfish#pheasant	2.33	1.00
book#rocker	1.00	1.00
pajamas#strawberry	1.00	1.00
grater#muzzle	1.00	2.00
gloves#napkin	1.00	1.67
alligator#beaver	2.67	2.00
crossbow#helicopter	1.00	1.00
crayon#lamp	1.00	1.00
cabin#cello	1.00	1.00
mug#pen	1.00	1.00
cockroach#squirrel	2.00	1.00
buffalo#hatchet	1.00	1.00
rocket#unicycle	1.00	1.00
chickadee#dolphin	2.00	1.00
level#plug_(electric)	1.00	1.00
cheese#hammer	1.00	1.00
peacock#pepper	1.00	1.00
jacket#mat	1.33	1.33
helmet#shack	1.00	1.00
cork#crane_(machine)	1.00	1.00
catapult#tank_(army)	2.25	1.50
hose_(leggings)#worm	1.00	1.75
axe#screwdriver	2.00	1.25
envelope#guitar	1.00	1.00
bowl#spoon	2.50	1.75
flute#trumpet	4.00	2.25
ladle#tuba	1.00	1.25
shotgun#whistle	1.00	1.00
eagle#sweater	1.00	1.00
harmonica#rake	1.00	1.00
buggy#jeep	3.25	3.50
cage#squid	1.00	1.00
basement#raccoon	1.00	1.00
corkscrew#racquet	1.00	1.00
colander#honeydew	1.00	1.00
flea#skyscraper	1.00	1.00
corn#menu	1.25	1.00
banana#onions	2.25	1.50
cherry#grapefruit	3.75	2.75
cheetah#key	1.00	1.00
barrel#rope	1.00	1.00
cathedral#church	4.50	4.50
basket#shirt	1.00	1.00
fan_(appliance)#wheelbarrow	1.00	1.00
apartment#bookcase	1.50	1.00
bear#walrus	2.25	1.50
ant#beetle	3.25	3.00
pen#scarf	1.00	1.00
bureau#desk	4.00	4.00
drum#sledgehammer	1.40	1.20
bus#level	1.20	1.00
bag#hose_(tubing)	1.40	1.40
cake#screws	1.00	1.00
flea#grasshopper	3.00	2.40
toaster#violin	1.00	1.00
desk#dresser	3.80	4.00
stone#subway	1.00	1.00
car#moose	1.00	1.00
canoe#kite	1.00	1.00
football#jeep	1.00	1.00
caterpillar#panther	1.60	1.00
envelope#sparrow	1.00	1.00
bomb#pistol	3.40	1.00
plug_(electric)#stereo	2.40	1.00
ladle#tank_(container)	1.60	1.00
falcon#whistle	1.00	1.00
hare#raccoon	3.20	2.80
crane_(machine)#wheelbarrow	2.40	1.00
giraffe#muzzle	1.00	1.00
knife#razor	3.60	2.40
doll#mug	1.00	1.00
armour#helmet	3.60	2.40
banana#taxi	1.00	1.00
mandarin#racquet	1.00	1.20
bouquet#wasp	1.20	1.00
gun#trout	1.00	1.00
colander#train	1.00	1.00
bow_(ribbon)#corkscrew	1.00	1.40
sink#tank_(army)	1.00	1.40
airplane#broom	1.00	1.00
camisole#lettuce	1.00	1.00
banana#turtle	1.00	1.00
cucumber#raspberry	2.80	1.00
blouse#table	1.00	1.00
buzzard#door	1.00	1.00
nightingale#panther	1.60	1.00
ambulance#chain	1.00	1.00
dish#grater	2.00	1.00
bottle#jar	4.20	3.80
barn#freezer	1.40	1.20
crocodile#worm	1.60	1.00
cabbage#grapefruit	2.40	1.40
mirror#sparrow	1.00	1.00
crown#shrimp	1.00	1.00
book#tuna	1.00	1.00
mandarin#moose	1.00	1.00
barrel#corkscrew	1.80	1.40
caterpillar#plate	1.00	1.00
jeep#screws	1.20	1.00
dishwasher#moth	1.00	1.00
nightgown#shawl	3.60	2.60
bra#necklace	2.00	1.00
buffalo#jet	1.00	1.00
scooter#tricycle	4.00	2.60
accordion#bagpipe	4.40	2.60
peas#stick	1.00	1.00
mug#trumpet	1.00	1.00
lamb#pipe_(plumbing)	1.00	1.00
cupboard#shelves	4.20	3.60
camel#pheasant	2.00	1.00
bagpipe#pipe_(plumbing)	1.33	2.00
goat#slippers	1.00	1.00
chain#tricycle	1.33	1.00
envelope#stereo	1.00	1.00
hornet#pillow	1.00	1.00
cup#spoon	2.67	1.67
pickle#raisin	2.33	1.00
mouse_(computer)#scarf	1.00	1.00
oriole#skunk	2.00	1.00
cow#dresser	1.00	1.00
rabbit#sparrow	2.00	1.00
ox#pony	3.00	3.00
goldfish#pineapple	1.00	1.00
drum#pistol	1.00	1.00
cello#eggplant	1.00	1.00
cheese#orange	2.33	1.33
bow_(ribbon)#necklace	3.00	3.00
nectarine#plum	3.67	3.33
grasshopper#mushroom	1.00	1.00
buffalo#screwdriver	1.00	1.00
hyena#rattlesnake	2.33	1.33
clock#tomato	1.00	1.00
cabinet#pepper	1.00	1.00
elk#shack	1.00	1.00
bat_(animal)#boots	1.00	1.00
parka#vest	3.67	3.33
ostrich#shovel	1.00	1.00
elevator#hamster	1.00	1.00
clarinet#inn	1.00	1.00
clock#tent	2.00	1.00
shirt#sweater	4.25	3.25
scissors#shrimp	1.00	1.00
dove#raft	1.00	1.00
bomb#cape	1.00	1.00
faucet#mittens	1.00	1.00
bucket#scooter	1.00	1.00
couch#shovel	1.00	1.00
nylons#robe	2.50	1.50
banana#turkey	1.50	1.00
cauliflower#pillow	1.00	1.00
crowbar#magazine	1.00	1.00
cloak#sheep	1.00	1.00
cello#wheel	1.00	1.00
cow#plum	1.00	1.00
cellar#lime	1.00	1.00
pyramid#unicycle	1.00	1.00
crow#spoon	1.00	1.00
radish#turnip	4.50	4.25
hyena#platypus	2.25	1.00
harmonica#keyboard_(musical)	4.00	1.50
bowl#cap_(hat)	1.00	2.75
plate#sailboat	1.00	1.00
groundhog#pear	1.00	1.00
limousine#wheelbarrow	2.00	1.25
goat#oriole	1.50	1.00
jeans#pants	4.75	5.00
dagger#knife	4.50	4.75
cart#fan_(appliance)	1.00	1.00
avocado#grasshopper	1.00	1.00
bookcase#eel	1.00	1.00
bat_(animal)#butterfly	1.75	2.25
cheetah#leopard	4.50	4.75
coconut#dresser	1.00	1.00
crown#ruler	1.00	1.00
sack#tape_(scotch)	1.25	1.25
gun#mackerel	1.00	1.00
comb#crab	1.00	1.00
banner#harmonica	1.00	1.00
oriole#turtle	1.75	1.00
bluejay#rattlesnake	1.50	1.00
menu#pin	1.00	1.00
sailboat#squid	1.00	1.25
doll#rope	1.00	1.00
honeydew#lime	2.75	1.75
apartment#bomb	1.00	1.00
faucet#trumpet	1.00	1.75
dress#tie	3.25	1.75
rocker#tripod	1.75	1.50
cockroach#mole_(animal)	1.50	1.00
dove#moose	1.75	1.00
buckle#mug	1.00	1.00
crossbow#hook	2.00	1.25
marble#vulture	1.00	1.00
church#stereo	1.00	1.25
hyena#tortoise	1.75	1.00
cow#hoe	1.00	1.00
cage#chapel	1.50	1.50
mat#shoes	1.50	1.00
pumpkin#rhubarb	3.50	1.25
cedar#vine	2.00	1.60
armour#kettle	1.00	1.60
gorilla#rooster	1.80	1.20
apartment#tank_(army)	1.00	1.20
beans#cabbage	3.40	1.00
cucumber#lime	3.20	1.40
chickadee#eagle	4.20	2.80
dove#eel	1.60	1.00
key#mouse	1.00	1.00
coconut#turtle	1.20	1.60
freezer#wheelbarrow	1.00	1.00
asparagus#crown	1.00	1.00
cabinet#chair	2.00	1.20
bison#panther	3.00	2.00
ostrich#sled	1.00	1.00
garage#gate	2.00	1.40
banner#bracelet	1.20	1.40
bedroom#blackbird	1.00	1.00
dish#potato	1.80	1.00
frog#iguana	3.00	2.60
goose#squirrel	1.60	1.00
bridge#plate	1.00	1.20
finch#pan	1.00	1.00
donkey#gopher	1.80	1.40
biscuit#plug_(electric)	1.00	1.00
lemon#sandals	1.00	1.00
buckle#necklace	1.40	1.40
faucet#inn	1.00	1.00
armour#beets	1.00	1.00
candle#chandelier	4.00	2.40
chicken#rooster	4.40	4.80
bull#hare	2.20	1.40
bomb#stove	1.00	1.00
bowl#colander	3.00	3.00
mouse_(computer)#racquet	1.00	1.00
gown#scarf	2.60	1.60
garlic#giraffe	1.00	1.00
microwave#tank_(container)	1.20	1.40
dolphin#spider	1.80	1.00
desk#limousine	1.00	1.20
cantaloupe#grapefruit	4.00	4.00
pajamas#sweater	3.00	2.40
bathtub#shoes	1.00	1.20
cherry#eel	1.00	1.00
crown#vulture	1.00	1.00
beehive#thimble	1.00	1.40
bus#sack	1.20	1.20
parakeet#shawl	1.00	1.00
bouquet#sofa	1.00	1.00
couch#peg	1.00	1.00
bench#chair	4.60	3.40
asparagus#gopher	1.00	1.00
penguin#rice	1.00	1.00
deer#moose	3.60	3.40
cupboard#revolver	1.00	1.00
hammer#shovel	2.80	2.20
donkey#seagull	1.80	1.00
mouse#rat	4.60	4.60
cellar#cupboard	3.00	2.00
chapel#cloak	1.33	1.00
dagger#tuba	1.00	1.00
fawn#shed	1.00	1.00
buckle#curtains	1.33	1.00
ox#radio	1.00	1.00
cod#parakeet	2.33	1.00
bus#projector	1.00	1.00
dish#tent	1.00	1.00
airplane#table	1.00	1.00
cauliflower#vulture	1.00	1.00
chair#limousine	1.67	1.33
bag#coyote	1.00	1.00
harpsichord#pickle	1.00	1.00
octopus#pineapple	1.00	1.33
fork#housefly	1.00	1.00
sandals#vest	2.67	1.00
harmonica#piano	3.67	1.33
brick#motorcycle	1.00	1.00
blender#yacht	1.00	1.00
crown#necklace	3.00	2.33
oriole#scissors	1.00	1.00
dress#gown	5.00	5.00
bazooka#tank_(container)	2.00	2.00
shelves#zebra	1.00	1.00
canary#dolphin	2.33	1.00
drapes#nylons	1.67	1.67
giraffe#partridge	2.33	1.00
lobster#tape_(scotch)	1.00	1.00
leopard#peacock	2.33	1.00
dagger#rope	1.00	1.00
drapes#tongs	1.00	1.00
asparagus#dish	1.25	1.00
projector#spatula	1.00	1.00
bayonet#pickle	1.00	1.00
giraffe#salamander	2.00	1.00
frog#mackerel	2.25	1.00
python#seal	1.75	1.00
bear#pelican	2.00	1.00
bag#door	1.00	1.00
clarinet#peas	1.00	1.00
pin#stick	1.25	2.00
airplane#dove	2.00	2.00
alligator#mole_(animal)	2.00	1.00
bolts#limousine	1.00	1.00
apple#tiger	1.00	1.00
cannon#tank_(container)	1.75	1.75
doll#kettle	1.00	1.00
pyramid#screwdriver	1.00	1.00
orange#pineapple	3.75	2.00
harp#lion	1.00	1.00
moose#salmon	2.00	1.00
box#mat	1.00	1.00
cabinet#revolver	1.00	1.00
chicken#pigeon	3.75	3.75
bluejay#butterfly	2.50	2.00
bull#partridge	2.00	1.00
candle#lamp	3.75	2.00
coconut#willow	2.25	1.00
pony#tiger	2.75	2.00
carpet#nylons	1.25	1.00
armour#cap_(hat)	2.00	1.75
ladle#spoon	3.50	2.75
gloves#raisin	1.00	1.00
cabbage#potato	2.75	1.50
clamp#cockroach	1.00	1.00
cup#skis	1.00	1.00
barrel#door	1.00	1.25
scarf#swimsuit	2.25	1.00
bison#duck	2.25	1.00
eel#tongs	1.00	1.25
bagpipe#stick	1.00	2.00
cannon#python	1.00	1.75
bazooka#trousers	1.00	1.00
cherry#garage	1.00	1.00
robe#stool_(furniture)	1.00	1.00
grater#pier	1.00	1.25
birch#chimp	1.00	1.00
olive#umbrella	1.00	1.00
lettuce#sardine	1.25	1.00
submarine#toilet	1.50	1.00
pen#pistol	1.50	1.50
guitar#rat	1.00	1.25
bow_(weapon)#saxophone	1.00	1.25
catapult#sword	2.75	1.50
flea#whale	1.75	1.00
cow#goose	2.00	1.25
guitar#pigeon	1.00	1.00
cart#wheel	2.20	1.20
bucket#kettle	2.60	2.60
lamp#raccoon	1.00	1.00
chickadee#pajamas	1.00	1.00
raisin#tomato	3.00	1.60
frog#salamander	3.80	2.40
groundhog#pot	1.00	1.00
housefly#sandals	1.00	1.00
menu#rock	1.00	1.00
rice#zucchini	2.20	1.40
raven#tomahawk	1.00	1.00
anchor#buckle	1.40	1.80
napkin#saddle	1.00	1.20
dishwasher#wasp	1.00	1.00
grenade#marble	1.00	2.00
keyboard_(musical)#stereo	2.60	1.40
pig#sparrow	1.80	1.00
banana#cherry	3.40	1.00
cannon#parsley	1.00	1.00
airplane#lantern	1.00	1.00
cheetah#parakeet	2.20	1.00
clock#hawk	1.00	1.00
projector#shawl	1.00	1.00
pillow#pumpkin	1.00	1.20
vulture#whale	2.20	1.00
basket#veil	1.00	1.00
gloves#hammer	1.60	1.00
lime#walnut	2.20	2.00
garlic#salmon	1.20	1.00
nightgown#socks	3.25	2.00
crow#unicycle	1.00	1.00
menu#stone	1.00	1.00
buffalo#dog	2.50	2.00
bear#duck	2.00	1.00
cloak#veil	4.00	3.00
anchor#bowl	1.00	1.00
hawk#seagull	4.25	3.50
cape#caterpillar	1.25	1.25
grenade#sword	3.00	1.00
car#thermometer	1.00	1.00
bag#peg	1.00	1.00
brick#gun	1.00	1.00
pillow#tiger	1.00	1.00
buckle#pliers	1.50	1.50
hose_(tubing)#hose_(leggings)	2.00	1.75
camel#swimsuit	1.00	1.00
cow#nightingale	1.75	1.00
cake#sledgehammer	1.00	1.00
asparagus#tape_(scotch)	1.00	1.00
cabinet#inn	1.75	1.50
bungalow#hut	4.00	3.25
chapel#lamb	1.00	1.00
chickadee#otter	1.75	1.00
jar#piano	1.00	1.00
bottle#cage	1.50	1.25
submarine#tangerine	1.00	1.00
biscuit#earmuffs	1.00	1.50
bull#trailer	1.75	1.50
hawk#vulture	4.33	4.67
ruler#telephone	1.00	1.00
barrel#gate	1.00	1.00
shack#trombone	1.00	1.00
pyramid#whale	1.00	1.00
jacket#robe	3.67	3.67
pepper#pickle	2.33	2.00
bed#rocker	2.67	2.00
pants#toaster	1.00	1.00
comb#tongs	1.67	1.67
cake#sled	1.00	1.00
partridge#salmon	2.00	1.00
skyscraper#tap	1.00	1.00
airplane#vine	1.00	1.00
horse#pear	1.00	1.00
bull#swan	2.00	1.00
calf#trumpet	1.00	1.00
apron#dresser	1.00	1.00
ball#grater	1.00	1.00
pier#tank_(container)	1.00	1.00
faucet#shield	1.00	1.00
bow_(ribbon)#pelican	1.00	1.00
ambulance#car	3.67	3.67
crane_(machine)#house	1.00	1.33
bluejay#curtains	1.00	1.00
bowl#cage	1.67	1.33
falcon#worm	2.00	1.00
raven#tank_(army)	1.00	1.00
cheese#eggplant	2.00	1.33
anchor#boat	2.33	1.67
basement#cupboard	1.75	1.00
cabinet#plate	1.75	1.00
basket#parakeet	1.00	1.00
sheep#spinach	1.00	1.00
banana#gopher	1.00	1.00
cork#paintbrush	1.00	1.00
celery#pepper	2.25	1.50
tap#trolley	1.00	1.00
goat#raft	1.00	1.00
mink_(coat)#stereo	1.00	1.00
grater#yam	1.75	1.25
nightgown#swimsuit	3.00	2.50
chipmunk#pine	1.50	1.25
knife#limousine	1.00	1.00
bungalow#shack	3.75	3.50
donkey#pelican	2.00	1.00
bed#wheel	1.00	1.00
stove#tongs	1.50	1.25
blouse#hook	1.00	1.00
pants#saddle	1.00	1.00
carrot#willow	1.25	1.25
cottage#hut	4.50	4.00
bench#cow	1.00	1.00
bison#elk	3.75	3.25
parka#slippers	2.25	1.25
calf#dog	2.75	2.75
boat#helicopter	3.25	1.50
pineapple#walnut	2.00	1.00
buggy#screws	1.00	1.00
drill#inn	1.00	1.00
lettuce#spinach	3.67	4.00
buffalo#tiger	2.00	1.67
banjo#cello	3.33	3.33
chapel#drapes	1.00	1.00
drum#keyboard_(musical)	3.67	1.33
barrel#microwave	1.00	1.00
cheetah#nightgown	1.00	1.00
nylons#scarf	2.67	2.00
bowl#door	1.00	1.00
book#cabinet	1.67	1.00
key#tongs	1.00	1.00
bag#harpsichord	1.00	1.00
blouse#shoes	3.00	1.00
garlic#tank_(army)	1.00	1.00
lobster#toilet	1.00	1.00
duck#vine	1.00	1.00
shield#trombone	1.00	1.00
eagle#wheelbarrow	1.00	1.00
gown#razor	1.00	1.00
ambulance#dunebuggy	2.33	2.67
bat_(baseball)#brush	1.00	1.67
football#oak	1.00	1.00
hare#whip	1.00	1.00
alligator#peg	1.00	1.00
desk#raisin	1.00	1.00
cottage#shack	4.33	4.33
bow_(ribbon)#rattlesnake	1.00	1.67
dog#swimsuit	1.00	1.00
bullet#pencil	1.00	1.33
fridge#scooter	1.00	1.00
mandarin#nectarine	4.67	4.33
spade#toilet	1.00	1.00
crow#strainer	1.00	1.00
buffalo#cabinet	1.00	1.00
ant#baton	1.00	1.00
key#pistol	1.00	2.33
rifle#wheelbarrow	1.00	1.00
alligator#motorcycle	1.00	1.00
birch#vine	3.00	2.33
cheetah#rat	2.67	2.00
dress#toad	1.00	1.00
bomb#car	1.00	1.00
cabin#dish	1.00	1.00
faucet#magazine	1.00	1.00
oriole#porcupine	2.33	1.00
sled#yacht	2.67	2.33
ambulance#lettuce	1.00	1.00
mackerel#otter	2.33	1.00
cat#cougar	4.00	4.67
mole_(animal)#squirrel	3.33	3.33
apple#wrench	1.00	1.00
eel#goat	2.33	1.00
chisel#deer	1.00	1.33
brick#cart	1.33	1.00
banana#cabbage	3.00	1.00
cap_(hat)#gate	1.00	1.00
harp#umbrella	1.00	1.00
cantaloupe#peach	4.33	3.33
apartment#pan	1.00	1.00
avocado#calf	1.00	1.00
bull#cabin	1.00	1.00
dishwasher#spider	1.00	1.00
dagger#scissors	3.25	3.50
chipmunk#gopher	4.00	4.00
asparagus#lettuce	3.00	2.25
buffalo#duck	2.25	1.00
sleigh#yacht	2.25	1.75
ashtray#beehive	1.00	1.25
cheetah#iguana	2.25	1.25
armour#ship	1.25	1.00
taxi#unicycle	2.75	1.75
cork#dandelion	1.00	1.00
kettle#peacock	1.00	1.00
alligator#willow	1.00	1.00
catapult#cellar	1.25	1.00
mug#zebra	1.00	1.00
otter#swan	2.25	1.25
groundhog#kite	1.00	1.00
bridge#table	1.25	1.50
raft#thermometer	1.00	1.00
harp#truck	1.00	1.00
level#wheel	1.25	1.00
desk#ruler	1.25	1.00
drum#shirt	1.00	1.00
cow#nectarine	1.00	1.00
cockroach#goose	2.00	1.00
magazine#tap	1.00	1.00
blueberry#crab	1.00	1.00
goat#sheep	4.00	4.25
bison#pony	3.50	3.50
cork#racquet	1.00	1.00
hornet#table	1.00	1.00
emu#sheep	2.75	2.50
finch#whale	2.00	1.00
hawk#moth	2.00	1.50
crow#hatchet	1.00	1.00
toaster#trout	1.00	1.00
trailer#typewriter	1.00	1.00
dagger#pin	1.25	2.00
grasshopper#walrus	2.00	1.00
bungalow#minnow	1.00	1.00
robe#shirt	3.25	3.25
carpet#socks	1.25	1.25
leopard#shrimp	2.00	1.00
goat#tack	1.00	1.00
butterfly#goldfish	2.25	1.25
unicycle#wheelbarrow	2.75	2.75
boat#ship	4.75	4.50
cellar#skyscraper	1.75	1.25
marble#piano	1.25	1.00
beaver#groundhog	4.00	4.50
bow_(weapon)#cello	1.00	1.50
pepper#rice	2.25	1.25
beans#peacock	1.00	1.00
mushroom#radish	2.75	1.75
bra#camisole	3.25	3.00
pot#raft	1.00	1.00
chapel#house	2.75	3.50
bat_(baseball)#salamander	1.00	1.00
microwave#sword	1.00	1.00
jeans#pajamas	3.50	3.25
potato#rice	3.25	1.75
onions#thermometer	1.00	1.00
cheese#motorcycle	1.00	1.00
shield#tack	1.00	1.00
ambulance#cabinet	1.00	1.00
guppy#whistle	1.00	1.00
armour#chandelier	1.00	1.00
hose_(tubing)#shirt	1.50	1.25
chimp#strawberry	1.00	1.00
cheetah#hawk	2.00	1.00
revolver#shotgun	4.75	4.00
clock#scooter	1.00	1.00
bracelet#socks	1.75	1.00
barn#trousers	1.00	1.00
nightgown#sofa	1.00	1.25
church#toilet	1.00	1.00
pyramid#sword	1.00	1.00
door#truck	1.50	1.25
microscope#owl	1.00	1.00
camisole#vest	3.50	3.50
hammer#mixer	1.00	1.00
oriole#whale	2.00	1.00
drill#pickle	1.00	1.00
apron#cathedral	1.00	1.00
walnut#yam	2.25	1.75
lime#rhubarb	2.75	1.75
marble#tripod	1.00	1.00
parakeet#pheasant	3.50	3.25
seagull#vulture	3.50	3.50
giraffe#owl	2.00	1.00
bluejay#pigeon	3.75	3.75
beaver#salamander	2.00	1.25
pants#sparrow	1.00	1.00
barn#boat	1.00	1.00
ambulance#bureau	1.00	1.00
bear#fox	2.50	2.25
faucet#rice	1.00	1.00
bench#shed	1.50	1.25
bolts#pin	3.00	2.50
crab#shrimp	3.75	3.25
cranberry#pineapple	3.25	1.75
buckle#socks	1.75	1.25
bread#cabbage	1.75	1.00
peacock#pot	1.00	1.00
bedroom#drill	1.00	1.00
chickadee#sword	1.00	1.00
carpet#sled	1.00	1.00
chisel#keyboard_(musical)	1.00	1.00
grater#tiger	1.00	1.00
lobster#zebra	2.00	1.00
gloves#ship	1.00	1.00
crowbar#screws	2.00	1.75
housefly#ruler	1.00	1.00
bed#canoe	1.00	1.00
shelves#toilet	1.00	1.00
pyramid#snail	1.00	1.00
cauliflower#peas	3.00	1.75
magazine#ox	1.00	1.00
lettuce#racquet	1.00	1.00
cheetah#moth	2.00	1.00
gown#nylons	3.00	2.00
goat#pony	2.50	2.50
cellar#shelves	2.25	1.25
cauliflower#tuba	1.00	1.00
mat#wagon	1.00	1.00
hut#sailboat	1.00	1.25
ostrich#tiger	2.00	1.00
basement#doll	1.00	1.00
carpet#stove	1.00	1.00
cathedral#jacket	1.00	1.00
cod#tuna	4.50	4.25
microwave#starling	1.00	1.00
machete#raspberry	1.00	1.00
comb#limousine	1.00	1.00
buffalo#grasshopper	2.00	1.00
beaver#hornet	2.00	1.00
bazooka#grenade	3.00	1.75
couch#stool_(furniture)	3.75	2.75
dishwasher#van	1.00	1.50
bus#razor	1.00	1.00
giraffe#panther	2.25	1.50
gate#tongs	1.00	1.00
bathtub#chair	1.25	1.00
chisel#dagger	2.75	2.25
cape#porcupine	1.00	1.00
garage#rake	1.25	1.00
eagle#pen	1.00	1.00
cougar#turkey	2.00	1.00
bag#spinach	1.00	1.00
helicopter#worm	1.00	1.00
chisel#machete	2.75	2.00
skis#stool_(furniture)	1.00	1.00
cod#fox	2.00	1.00
crossbow#sailboat	1.00	1.50
apron#scissors	1.00	1.00
cauliflower#spear	1.00	1.00
revolver#rifle	4.00	4.25
box#cart	1.75	1.50
nectarine#trout	1.00	1.00
boat#wagon	2.75	2.00
shield#trailer	1.00	1.00
cabbage#tiger	1.00	1.00
finch#rabbit	2.00	1.00
biscuit#caterpillar	1.00	1.00
spatula#trousers	1.00	1.00
piano#racquet	1.00	1.00
cupboard#envelope	1.25	1.00
elk#shed	1.00	1.00
eagle#penguin	2.25	2.00
butterfly#zebra	2.00	1.00
python#walnut	1.00	1.00
crowbar#harp	1.00	1.00
kettle#sofa	1.00	1.00
magazine#wand	1.00	1.00
peg#pyramid	1.00	1.00
belt#garage	1.00	1.00
rocket#taxi	1.60	1.00
budgie#calf	2.20	1.40
doll#wagon	1.00	1.00
cod#hyena	2.00	1.00
moose#parsley	1.00	1.00
chapel#trout	1.00	1.00
tap#tiger	1.00	1.00
bridge#wheel	1.00	1.00
football#shotgun	1.40	1.00
bag#buckle	1.20	1.00
rabbit#skunk	3.20	3.20
gown#seal	1.00	1.00
pickle#shawl	1.00	1.00
grenade#pistol	3.20	1.40
harpsichord#revolver	1.00	1.00
eagle#zebra	2.00	1.00
python#whale	2.00	1.00
elk#oak	1.80	1.80
sofa#stool_(furniture)	3.40	2.20
crane_(machine)#trailer	1.60	1.60
peg#ruler	1.40	1.00
skis#wall	1.00	1.00
blackbird#iguana	2.00	1.00
cellar#violin	1.00	1.00
elephant#falcon	2.00	1.00
bull#tangerine	1.00	1.00
avocado#tuna	1.00	1.00
carrot#gopher	1.40	1.00
blender#sailboat	1.00	1.00
catfish#mouse	2.00	1.00
cranberry#turtle	1.00	1.00
mirror#pin	1.00	1.00
cottage#honeydew	1.00	1.00
partridge#trumpet	1.00	1.00
grenade#tank_(army)	2.00	1.00
shrimp#snail	2.20	2.00
bed#closet	1.20	1.00
ant#harp	1.00	1.00
coat#wall	1.00	1.00
menu#whistle	1.00	1.00
accordion#keyboard_(musical)	3.80	2.40
bolts#screws	4.40	4.20
axe#ladle	1.20	1.80
spatula#tray	1.60	1.20
bowl#trombone	1.00	1.00
crocodile#flea	1.80	1.00
faucet#lantern	1.00	1.00
bucket#motorcycle	1.00	1.00
oak#pine	4.60	4.20
beans#willow	1.20	1.00
clock#olive	1.00	1.00
sailboat#tripod	1.00	1.20
plate#spade	1.00	1.40
cat#pig	2.20	2.00
bench#toaster	1.00	1.00
projector#sack	1.00	1.00
bike#scooter	3.60	3.40
napkin#paintbrush	1.00	1.00
bookcase#potato	1.00	1.00
brush#cannon	1.00	1.00
honeydew#zucchini	2.60	1.80
elevator#raft	1.00	1.20
anchor#whistle	1.00	1.00
minnow#muzzle	1.00	1.00
broccoli#pony	1.00	1.00
ant#pepper	1.00	1.00
bouquet#saxophone	1.00	1.00
corkscrew#key	2.40	2.00
oven#toilet	1.20	1.00
cucumber#orange	2.40	1.60
bag#spear	1.00	1.00
goat#worm	1.80	1.00
armour#buffalo	1.00	1.00
bathtub#curtains	1.20	1.00
missile#trailer	1.00	1.40
coat#jeans	3.20	2.20
pier#snail	1.00	1.00
comb#pipe_(plumbing)	1.00	1.40
ambulance#bike	2.40	1.60
bedroom#bookcase	1.80	1.20
basket#wagon	1.60	1.60
bracelet#umbrella	1.00	1.00
limousine#motorcycle	2.80	2.00
belt#buckle	3.20	2.40
avocado#lime	2.80	3.20
birch#goldfish	1.20	1.00
fence#rooster	1.20	1.00
goose#skunk	2.20	1.20
blender#wall	1.00	1.00
bear#willow	1.00	1.00
hamster#strainer	1.00	1.00
beaver#worm	2.00	1.00
flamingo#raft	1.25	1.00
bear#seal	2.75	1.75
lion#menu	1.00	1.00
inn#kettle	1.25	1.00
raspberry#tomato	3.00	2.25
octopus#pumpkin	1.00	1.25
oven#trailer	1.00	1.25
ashtray#tuba	1.00	1.00
bouquet#whip	1.00	1.00
football#spear	1.50	1.00
chickadee#coyote	2.00	1.00
bagpipe#balloon	1.50	2.00
helmet#motorcycle	2.00	1.00
jar#tank_(container)	3.00	2.25
blender#microscope	1.50	1.50
thimble#trombone	1.00	1.00
calf#zebra	3.00	3.00
bayonet#grenade	2.75	1.00
cape#tie	3.25	2.00
plate#pliers	1.00	1.00
otter#scarf	1.00	1.50
nylons#tricycle	1.00	1.00
ambulance#screws	1.00	1.00
budgie#pin	1.00	1.00
broccoli#coconut	2.00	1.00
peg#trolley	1.00	1.00
beetle#finch	2.00	1.00
bureau#hose_(tubing)	1.00	1.00
bench#ship	1.25	1.00
bayonet#bullet	2.50	1.25
cauliflower#saxophone	1.00	1.00
beaver#spider	2.00	1.00
motorcycle#tripod	1.00	1.00
bear#eagle	2.00	1.00
razor#van	1.00	1.00
cupboard#spoon	1.75	1.00
balloon#gopher	1.00	1.00
fawn#goose	2.25	1.25
ladle#onions	1.50	1.00
ashtray#vine	1.00	1.00
clarinet#wrench	1.00	1.00
armour#hut	1.00	1.00
spatula#whistle	1.00	1.00
dresser#trombone	1.00	1.00
celery#walnut	2.00	1.00
desk#yam	1.00	1.00
porcupine#shotgun	1.00	1.00
gorilla#oak	1.00	1.00
inn#jar	1.00	1.00
broccoli#deer	1.00	1.00
candle#crayon	1.50	2.50
bagpipe#chain	1.00	1.00
anchor#pliers	1.25	1.00
canoe#mink_(animal)	1.00	1.25
peacock#sardine	2.00	1.00
freezer#spinach	1.25	1.00
jacket#jeans	3.00	2.25
lamb#ruler	1.00	1.00
garage#peas	1.00	1.00
piano#umbrella	1.00	1.00
balloon#basket	1.80	1.60
duck#pistol	1.00	1.00
mushroom#spinach	2.60	1.00
cart#cat	1.00	1.00
grenade#revolver	2.80	1.00
barn#bench	1.40	1.20
cabbage#celery	3.60	2.20
saxophone#vest	1.00	1.00
blouse#bread	1.00	1.00
armour#shack	1.60	1.00
nylons#shirt	2.40	1.80
hut#tent	3.20	3.00
