Concept,Feature,WB_Label,WB_Maj,WB_Min,BR_Label,Prod_Freq,Rank_PF,Sum_PF_No_Tax,CPF,Disting,Distinct,CV_No_Tax,Intercorr_Str_Tax,Intercorr_Str_No_Tax,Feat_Length_Including_Spaces,Phon_1st,KF,ln(KF),BNC,ln(BNC),Familiarity,Length_Letters,Length_Phonemes,Length_Syllables,Bigram,Trigram,ColtheartN,Num_Feats_Tax,Num_Feats_No_Tax,Num_Disting_Feats_No_Tax,Disting_Feats_%_No_Tax,Mean_Distinct_No_Tax,Mean_CV_No_Tax,Density_No_Tax,Num_Corred_Pairs_No_Tax,%_Corred_Pairs_No_Tax,Num_Func,Num_Vis_Mot,Num_VisF&S,Num_Vis_Col,Num_Sound,Num_Taste,Num_Smell,Num_Tact,Num_Ency,Num_Tax
cranberry,tastes_sour,internal_surface_property,e,si,taste,5,12,85,8,ND,0.125,0.059,68.98,53.69,11,k,1,0.00,121,4.80,4.05,9,8,3,227.15,17.04,0,14,12,3,25.0,0.320,0.291,164.30,11,31,2,0,2,1,0,3,0,0,4,2
crane_(machine),used_for_lifting,function,s,f,function,19,1,19,1,D,1.000,1.000,0,0,16,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),is_large,external_surface_property,e,se,visual-form_and_surface,18,2,1076,106,ND,0.009,0.017,0,0,8,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),made_of_metal,made_of,e,m,visual-form_and_surface,16,3,1472,133,ND,0.008,0.011,0,0,13,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),used_for_construction,function,s,f,function,14,4,94,10,ND,0.100,0.149,18.66,18.66,21,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),requires_operators,contingency,i,c,encyclopaedic,10,5,10,1,D,1.000,1.000,0,0,18,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),is_heavy,systemic_property,e,sys,tactile,8,6,253,27,ND,0.037,0.032,18.71,18.71,8,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),a_machine,superordinate,c,h,taxonomic,6,7,,3,ND,0.333,,13.44,0,9,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),is_powerful,evaluation,i,e,encyclopaedic,6,7,16,3,ND,0.333,0.375,29.43,15.99,11,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),is_yellow,external_surface_property,e,se,visual-colour,6,7,345,27,ND,0.037,0.017,0,0,9,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),used_for_building,function,s,f,function,6,7,6,1,D,1.000,1.000,0,0,17,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crane_(machine),used_for_moving_things,function,s,f,function,5,11,40,5,ND,0.200,0.125,0,0,22,k,6,1.79,835,6.73,3.70,5,4,1,891.46,114.36,5,11,10,3,30.0,0.372,0.373,26.68,3,14,4,0,2,1,0,0,0,1,2,1
crayon,used_for_colouring,function,s,f,function,27,1,27,1,D,1.000,1.000,0,0,18,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,made_of_wax,made_of,e,m,visual-form_and_surface,25,2,50,2,D,0.500,0.500,0,0,11,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,used_by_children,participant,s,p,function,21,3,166,13,ND,0.077,0.127,8.39,8.39,16,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,different_colours,external_surface_property,e,se,visual-colour,19,4,460,58,ND,0.017,0.041,9.01,9.01,17,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,used_for_drawing,function,s,f,function,18,5,39,3,ND,0.333,0.462,20.21,20.21,16,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,is_breakable,systemic_property,e,sys,encyclopaedic,10,6,90,10,ND,0.100,0.111,0,0,12,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,used_for_colouring_books,function,s,f,function,9,7,9,1,D,1.000,1.000,0,0,24,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,made_by_Crayola,origin,s,or,encyclopaedic,8,8,8,1,D,1.000,1.000,0,0,15,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,comes_in_boxes,associated_entity,s,e,encyclopaedic,7,9,7,1,D,1.000,1.000,0,0,14,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,is_colourful,external_surface_property,e,se,visual-colour,7,9,159,19,ND,0.053,0.044,9.01,9.01,12,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,used_for_drawing_pictures,function,s,f,function,7,9,7,1,D,1.000,1.000,0,0,25,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,is_meltable,action,s,a,function,5,12,5,1,D,1.000,1.000,0,0,11,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crayon,used_for_writing,function,s,f,function,5,12,49,4,ND,0.250,0.102,11.82,11.82,16,k,1,0.00,165,5.11,7.60,6,5,2,535.33,22.19,0,13,13,7,53.8,0.564,0.568,29.22,3,20,7,0,1,2,0,0,0,0,3,0
crocodile,has_teeth,internal_component,e,ci,visual-form_and_surface,20,1,144,14,ND,0.071,0.139,69.61,52.03,9,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,a_reptile,superordinate,c,h,taxonomic,15,2,,8,ND,0.125,,85.86,0,9,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,has_a_tail,external_component,e,ce,visual-form_and_surface,14,3,379,39,ND,0.026,0.037,63.28,23.34,10,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,lives_in_swamps,location,s,l,encyclopaedic,14,3,32,3,ND,0.333,0.438,95.28,55.42,15,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,beh_-_swims,entity_behavior,e,b,visual-motion,10,5,411,33,ND,0.030,0.024,90.86,90.86,11,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,is_green,external_surface_property,e,se,visual-colour,10,5,834,47,ND,0.021,0.012,0,0,8,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,is_large,external_surface_property,e,se,visual-form_and_surface,10,5,1076,106,ND,0.009,0.009,0,0,8,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,is_dangerous,systemic_property,e,sys,encyclopaedic,9,8,316,37,ND,0.027,0.028,0,0,12,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,lives_in_water,location,s,l,encyclopaedic,9,8,394,32,ND,0.031,0.023,91.06,91.06,14,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,has_scales,external_component,e,ce,visual-form_and_surface,8,10,88,10,ND,0.100,0.091,85.9,67.86,10,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,has_powerful_jaws,internal_component,e,ci,visual-form_and_surface,7,11,7,1,D,1.000,1.000,0,0,17,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,an_animal,superordinate,c,h,taxonomic,6,12,,99,ND,0.010,,71.03,0,9,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,beh_-_eats_animals,entity_behavior,e,b,visual-motion,6,12,11,2,D,0.500,0.545,0,0,18,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,beh_-_eats_people,entity_behavior,e,b,visual-motion,6,12,11,2,D,0.500,0.545,0,0,17,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,is_long,external_surface_property,e,se,visual-form_and_surface,6,12,844,81,ND,0.012,0.007,0,0,7,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,beh_-_lays_eggs,entity_behavior,e,b,encyclopaedic,5,16,332,32,ND,0.031,0.015,6.59,6.59,15,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crocodile,has_4_legs,external_component,e,ce,visual-form_and_surface,5,16,468,49,ND,0.020,0.011,58.11,16.64,10,k,1,0.00,389,5.96,2.65,9,8,3,291.99,31.91,0,17,15,3,20.0,0.181,0.195,201.90,9,14,0,3,7,1,0,0,0,0,4,2
crossbow,a_weapon,superordinate,c,h,taxonomic,16,1,,29,ND,0.034,,103,0,8,k,1,0.00,113,4.73,3.35,8,6,2,349.97,20.72,0,8,7,2,28.6,0.293,0.243,74.61,4,40,3,0,2,0,0,0,0,0,2,1
crossbow,used_by_firing_arrows,action,s,a,function,16,1,16,1,D,1.000,1.000,0,0,21,k,1,0.00,113,4.73,3.35,8,6,2,349.97,20.72,0,8,7,2,28.6,0.293,0.243,74.61,4,40,3,0,2,0,0,0,0,0,2,1
crossbow,used_for_hunting,function,s,f,function,15,3,122,8,ND,0.125,0.123,77.9,45.79,16,k,1,0.00,113,4.73,3.35,8,6,2,349.97,20.72,0,8,7,2,28.6,0.293,0.243,74.61,4,40,3,0,2,0,0,0,0,0,2,1
crossbow,used_for_killing,function,s,f,function,14,4,233,20,ND,0.050,0.060,89.7,51.75,16,k,1,0.00,113,4.73,3.35,8,6,2,349.97,20.72,0,8,7,2,28.6,0.293,0.243,74.61,4,40,3,0,2,0,0,0,0,0,2,1
crossbow,requires_arrows,contingency,i,c,encyclopaedic,13,5,41,2,D,0.500,0.317,0,0,15,k,1,0.00,113,4.73,3.35,8,6,2,349.97,20.72,0,8,7,2,28.6,0.293,0.243,74.61,4,40,3,0,2,0,0,0,0,0,2,1
crossbow,made_of_wood,made_of,e,m,visual-form_and_surface,12,6,1091,79,ND,0.013,0.011,0,0,12,k,1,0.00,113,4.73,3.35,8,6,2,349.97,20.72,0,8,7,2,28.6,0.293,0.243,74.61,4,40,3,0,2,0,0,0,0,0,2,1
crossbow,has_a_string,external_component,e,ce,visual-form_and_surface,7,7,40,3,ND,0.333,0.175,7.43,7.43,12,k,1,0.00,113,4.73,3.35,8,6,2,349.97,20.72,0,8,7,2,28.6,0.293,0.243,74.61,4,40,3,0,2,0,0,0,0,0,2,1
crossbow,is_dangerous,systemic_property,e,sys,encyclopaedic,5,8,316,37,ND,0.027,0.016,77.19,44.25,12,k,1,0.00,113,4.73,3.35,8,6,2,349.97,20.72,0,8,7,2,28.6,0.293,0.243,74.61,4,40,3,0,2,0,0,0,0,0,2,1
crow,is_black,external_surface_property,e,se,visual-colour,25,1,607,50,ND,0.020,0.041,0,0,8,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,a_bird,superordinate,c,h,taxonomic,23,2,,39,ND,0.026,,281.55,0,6,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,is_loud,external_surface_property,e,se,sound,15,3,317,34,ND,0.029,0.047,0,0,7,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,beh_-_eats,entity_behavior,e,b,visual-motion,10,4,443,39,ND,0.026,0.023,45.97,23.46,10,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,beh_-_flies,entity_behavior,e,b,visual-motion,9,5,712,46,ND,0.022,0.013,239.53,181.98,11,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,has_a_beak,external_component,e,ce,visual-form_and_surface,8,6,443,38,ND,0.026,0.018,260.78,173.25,10,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,a_scavenger,superordinate,c,h,taxonomic,7,7,,5,ND,0.200,,70.27,0,11,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,is_large,external_surface_property,e,se,visual-form_and_surface,7,7,1076,106,ND,0.009,0.007,0,0,8,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,beh_-_caws,entity_behavior,e,b,sound,6,9,12,2,D,0.500,0.500,0,0,10,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,has_feathers,external_component,e,ce,visual-form_and_surface,6,9,524,38,ND,0.026,0.011,242.61,161.65,12,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,beh_-_squawks,entity_behavior,e,b,sound,5,11,5,1,D,1.000,1.000,0,0,13,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,has_wings,external_component,e,ce,visual-form_and_surface,5,11,529,44,ND,0.023,0.009,216.18,171.82,9,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crow,is_ugly,evaluation,i,e,encyclopaedic,5,11,78,10,ND,0.100,0.064,55.13,9.62,7,k,3,1.10,533,6.28,5.00,4,3,1,2164.56,69.47,6,13,11,2,18.2,0.162,0.158,360.89,9,25,0,2,4,1,3,0,0,0,1,2
crowbar,made_of_metal,made_of,e,m,visual-form_and_surface,27,1,1472,133,ND,0.008,0.018,8.8,0,13,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,a_tool,superordinate,c,h,taxonomic,13,2,,18,ND,0.056,,8.8,0,6,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,is_heavy,systemic_property,e,sys,tactile,11,3,253,27,ND,0.037,0.043,0,0,8,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,is_long,external_surface_property,e,se,visual-form_and_surface,9,4,844,81,ND,0.012,0.011,0,0,7,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,used_for_breaking_things,function,s,f,function,9,4,17,2,D,0.500,0.529,0,0,24,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,is_hard,external_surface_property,e,se,tactile,8,6,211,22,ND,0.045,0.038,0,0,7,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,used_for_prying_things_open,function,s,f,function,8,6,8,1,D,1.000,1.000,0,0,27,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,is_black,external_surface_property,e,se,visual-colour,6,8,607,50,ND,0.020,0.010,0,0,8,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,used_by_thieves,participant,s,p,function,6,8,6,1,D,1.000,1.000,0,0,15,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,used_for_opening_things,function,s,f,function,6,8,13,2,D,0.500,0.462,0,0,23,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,a_weapon,superordinate,c,h,taxonomic,5,11,,29,ND,0.034,,0,0,8,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crowbar,used_for_injuring,function,s,f,function,5,11,10,2,D,0.500,0.500,0,0,17,k,1,0.00,61,4.11,4.00,7,6,2,574.85,55.61,0,12,10,5,50.0,0.362,0.361,0.00,0,0,5,0,2,1,0,0,0,2,0,2
crown,made_of_gold,made_of,e,m,visual-form_and_surface,21,1,100,6,ND,0.167,0.210,90.03,90.03,12,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,worn_on_the_head,function,s,f,function,20,2,20,1,D,1.000,1.000,0,0,16,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,has_jewels,external_component,e,ce,visual-form_and_surface,18,3,18,1,D,1.000,1.000,0,0,10,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,worn_by_kings,participant,s,p,function,17,4,17,1,D,1.000,1.000,0,0,13,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,worn_by_queens,participant,s,p,function,16,5,16,1,D,1.000,1.000,0,0,14,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,is_expensive,systemic_property,e,sys,encyclopaedic,14,6,226,22,ND,0.045,0.062,27.39,27.39,12,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,is_round,external_surface_property,e,se,visual-form_and_surface,10,7,823,76,ND,0.013,0.012,0,0,8,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,worn_by_royalty,participant,s,p,function,10,7,10,1,D,1.000,1.000,0,0,15,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,symbol_of_royalty,systemic_property,e,sys,encyclopaedic,9,9,9,1,D,1.000,1.000,0,0,17,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,is_heavy,systemic_property,e,sys,tactile,7,10,253,27,ND,0.037,0.028,0,0,8,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,symbol_of_power,systemic_property,e,sys,encyclopaedic,7,10,7,1,D,1.000,1.000,0,0,15,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,symbol_of_status,systemic_property,e,sys,encyclopaedic,6,12,6,1,D,1.000,1.000,0,0,16,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,associated_with_pageants,associated_entity,s,e,encyclopaedic,5,13,5,1,D,1.000,1.000,0,0,24,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
crown,made_of_silver,made_of,e,m,visual-form_and_surface,5,13,85,7,ND,0.143,0.059,84.52,84.52,14,k,19,2.94,5492,8.61,2.95,5,4,1,972.20,339.18,7,14,14,9,64.3,0.672,0.669,100.97,3,30,4,0,4,0,0,0,0,1,5,0
cucumber,has_seeds,internal_component,e,ci,visual-form_and_surface,26,1,251,21,ND,0.048,0.104,51.53,51.53,9,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,a_vegetable,superordinate,c,h,taxonomic,25,2,,28,ND,0.036,,160.59,0,11,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,eaten_in_salads,function,s,f,function,24,3,164,13,ND,0.077,0.146,125.71,88.6,15,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,is_green,external_surface_property,e,se,visual-colour,23,4,834,47,ND,0.021,0.028,69.67,46.26,8,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,is_long,external_surface_property,e,se,visual-form_and_surface,15,5,844,81,ND,0.012,0.018,0,0,7,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,eaten_as_pickles,function,s,f,function,12,6,24,2,D,0.500,0.500,0,0,16,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,has_skin,external_component,e,ce,visual-form_and_surface,9,7,131,16,ND,0.063,0.069,22.09,22.09,8,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,grows_in_gardens,location,s,l,encyclopaedic,7,8,144,18,ND,0.056,0.049,131.06,70.53,16,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,grows_on_vines,origin,s,or,encyclopaedic,7,8,45,4,ND,0.250,0.156,38.97,38.97,14,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,is_crunchy,internal_surface_property,e,si,tactile,7,8,120,11,ND,0.091,0.058,80.46,61.85,10,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,has_an_inside,internal_component,e,ci,visual-form_and_surface,6,11,94,11,ND,0.091,0.064,59.55,59.55,13,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,has_green_skin,external_component,e,ce,visual-colour,5,12,5,1,D,1.000,1.000,0,0,14,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
cucumber,is_cool,external_surface_property,e,se,tactile,5,12,5,1,D,1.000,1.000,0,0,7,k,1,0.00,252,5.53,7.10,8,9,3,472.34,92.43,0,16,15,4,26.7,0.295,0.288,261.92,15,27,3,0,5,3,0,0,0,2,2,1
